brand,model,Trim / Edition,year,Transmission,Body type,fuel_type,Engine capacity,Mileage,vehicle_price
HONDA,FIT,GP 5,2014,AUTOMATIC,HATCHBACK,HYBRID,1500,132000,8000000
HONDA,FIT,GP 5 S GRADE,2014,AUTOMATIC,HATCHBACK,HYBRID,1490,89000,8575000
HONDA,GRACE,GRACE EX SENSIN,2017,AUTOMATIC,SALOON,HYBRID,1500,61000,12390000
HONDA,VEZEL,Z GRADE ,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,100,18990000
HONDA,VEZEL,X GRADE,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,100,16990000
HONDA,VEZEL,Z PLAY MOONROOF,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,10,20990000
HONDA,GRACE,EX SENSING PACKAGE,2017,AUTOMATIC,SALOON,HYBRID,1500,80000,13780000
HONDA,VEZEL,Z PLAY BRAND NEW,2025,AUTOMATIC,STATION WAGON,HYBRID,1500,0,20974000
HONDA,FIT,2013,2013,AUTOMATIC,HATCHBACK,HYBRID,1500,95000,7950000
HONDA,FIT,GP 5 S GRADE,2014,AUTOMATIC,HATCHBACK,HYBRID,1500,128000,8650000
HONDA,FIT,SAFETY PACKAGE,2015,AUTOMATIC,HATCHBACK,HYBRID,1500,105000,8750000
HONDA,VEZEL,2016,2016,AUTOMATIC,SUV / 4X4,HYBRID,1500,157000,12500000
HONDA,FIT,GP5 ,2014,AUTOMATIC,HATCHBACK,HYBRID,1500,97000,7950000
HONDA,VEZEL,VEZEL RS,2016,AUTOMATIC,SUV / 4X4,HYBRID,1500,126000,12150000
HONDA,CITY,RS,2025,AUTOMATIC,SALOON,HYBRID,1000,0,13500000
HONDA,FIT,GP5 L GRADE,2014,AUTOMATIC,HATCHBACK,HYBRID,1200,105000,8500000
HONDA,VEZEL,Z GRADE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,0,16400000
HONDA,VEZEL,Z PACKAGE,2025,AUTOMATIC,SUV / 4X4,HYBRID,1500,10,18500000
HONDA,VEZEL,Z PLAY,2024,AUTOMATIC,SUV / 4X4,HYBRID,1500,1000,20800000
HONDA,VEZEL,Z GRADE,2025,AUTOMATIC,HATCHBACK,HYBRID,1490,0,16900000
HONDA,VEZEL,HONDA,2023,AUTOMATIC,SUV / 4X4,HYBRID,1500,15030,16800000
