,brand,model,Trim / Edition,year,Transmission,Body type,fuel_type,Engine capacity,Mileage,vehicle_price,COMBINED
563,TOYOTA,LAND CRUISER PRADO,FULL SPEC,2014,AUTOMATIC,SUV / 4X4,PETROL,2700,65000,43500000,LAND CRUISER PRADO FULL SPEC
564,TOYOTA,LAND CRUISER PRADO,2005,2005,AUTOMATIC,SUV / 4X4,PETROL,2700,176000,17600000,LAND CRUISER PRADO 2005
565,TOYOTA,AXIO,X GRADE ,2007,AUTOMATIC,SALOON,PETROL,1500,121000,7375000,AXIO X GRADE
566,TOYOTA,PREMIO,G SUPERIOR ,2015,AUTOMATIC,SALOON,PETROL,1500,198000,13275000,PREMIO G SUPERIOR
567,TOYOTA,COROLLA,NZE121 G GRADE ,2000,AUTOMATIC,SALOON,PETROL,1500,187000,5375000,COROLLA NZE121 G GRADE
568,TOYOTA,ALLION,0,2018,AUTOMATIC,SALOON,PETROL,1495,53000,18500000,ALLION 0
569,TOYOTA,LAND CRUISER PRADO,TRJ 150,2017,AUTOMATIC,SUV / 4X4,PETROL,2700,35000,53000000,LAND CRUISER PRADO TRJ 150
570,TOYOTA,PREMIO,G SPERIOR,2016,AUTOMATIC,SALOON,PETROL,1500,31900,16700000,PREMIO G SPERIOR
571,TOYOTA,AXIO,X GRADE,2007,AUTOMATIC,SALOON,PETROL,1500,136000,7250000,AXIO X GRADE
572,TOYOTA,ALLION,2012,2012,AUTOMATIC,SALOON,PETROL,1500,120000,10300000,ALLION 2012
573,TOYOTA,LAND CRUISER SAHARA,BRUNO CROSS,2015,AUTOMATIC,SUV / 4X4,PETROL,4600,83000,56000000,LAND CRUISER SAHARA BRUNO CROSS
574,TOYOTA,CHR,GT,2018,AUTOMATIC,SUV / 4X4,PETROL,1200,42000,13900000,CHR GT
575,TOYOTA,VITZ,TOYOTA,2016,AUTOMATIC,HATCHBACK,PETROL,1000,118000,7800000,VITZ TOYOTA
576,TOYOTA,LAND CRUISER PRADO,G FRONTIER ,2016,AUTOMATIC,SUV / 4X4,PETROL,2700,71000,49500000,LAND CRUISER PRADO G FRONTIER
577,TOYOTA,HARRIER,Z GRADE,2024,AUTOMATIC,COUP̩/SPORTS,PETROL,2000,24000,39975000,HARRIER Z GRADE
578,TOYOTA,HARRIER,Z LEATHER PACKAGE,2023,AUTOMATIC,COUP̩/SPORTS,PETROL,2000,10000,42990000,HARRIER Z LEATHER PACKAGE
579,TOYOTA,VITZ,0,2018,AUTOMATIC,0,PETROL,1000,105000,8850000,VITZ 0
580,TOYOTA,LAND CRUISER PRADO,TOYOTA,2017,AUTOMATIC,SUV / 4X4,PETROL,2700,111948,56550000,LAND CRUISER PRADO TOYOTA
581,TOYOTA,AQUA,S GRADE,2012,AUTOMATIC,HATCHBACK,PETROL,1500,155000,6490000,AQUA S GRADE
582,TOYOTA,CHR,TOYOTA CHR 2019,2018,AUTOMATIC,SUV / 4X4,PETROL,1200,46999,14100000,CHR TOYOTA CHR 2019
583,TOYOTA,PASSO,MODA,2016,AUTOMATIC,HATCHBACK,PETROL,1000,95000,7650000,PASSO MODA
584,TOYOTA,VITZ,KSP 90 ANNIVERSARY ,1999,AUTOMATIC,HATCHBACK,PETROL,1290,158000,3975000,VITZ KSP 90 ANNIVERSARY
585,TOYOTA,LAND CRUISER PRADO,PRADO 250  2024,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,17,60000000,LAND CRUISER PRADO PRADO 250  2024
586,TOYOTA,LAND CRUISER PRADO,PRADO 150 2023,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,9400,51500000,LAND CRUISER PRADO PRADO 150 2023
587,TOYOTA,LAND CRUISER PRADO,PRADO 150,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,6000,51500000,LAND CRUISER PRADO PRADO 150
588,TOYOTA,VITZ,VITZ,2018,AUTOMATIC,HATCHBACK,PETROL,1000,67000,8990000,VITZ VITZ
589,TOYOTA,PREMIO,0,2014,AUTOMATIC,SALOON,PETROL,1500,160000,13000000,PREMIO 0
590,TOYOTA,VITZ,FULLOPTION 1ST OWNER,2018,AUTOMATIC,SUV / 4X4,PETROL,990,70000,8550000,VITZ FULLOPTION 1ST OWNER
591,TOYOTA,VITZ,SAFTY,2018,AUTOMATIC,HATCHBACK,PETROL,1000,36000,8550000,VITZ SAFTY
592,TOYOTA,ROOMY,G,2023,AUTOMATIC,HATCHBACK,PETROL,1000,38000,8600000,ROOMY G
593,TOYOTA,LAND CRUISER SAHARA,V8 UZJ 200,2008,AUTOMATIC,SUV / 4X4,PETROL,4600,166000,42500000,LAND CRUISER SAHARA V8 UZJ 200
594,TOYOTA,VITZ,0,2007,AUTOMATIC,HATCHBACK,PETROL,1300,145000,5575000,VITZ 0
595,TOYOTA,ALPHARD,0,2024,AUTOMATIC,MPV,PETROL,2500,9000,69490000,ALPHARD 0
596,TOYOTA,PREMIO,0,2020,AUTOMATIC,SALOON,PETROL,1500,93500,19000000,PREMIO 0
597,TOYOTA,AQUA,0,2013,AUTOMATIC,HATCHBACK,PETROL,1500,119000,7095000,AQUA 0
598,TOYOTA,ALLION,0,2010,AUTOMATIC,SALOON,PETROL,1500,150000,10500000,ALLION 0
599,TOYOTA,YARIS,G GRADE LED,2023,AUTOMATIC,HATCHBACK,PETROL,1000,8500,9975000,YARIS G GRADE LED
600,TOYOTA,PIXIS,0,2018,AUTOMATIC,0,PETROL,650,41000,5900000,PIXIS 0
601,TOYOTA,OTHER MODEL,LC 300 ZX,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,920,89000000,OTHER MODEL LC 300 ZX
602,TOYOTA,ALLION,ANNIVERSARY MODEL,2007,AUTOMATIC,SALOON,PETROL,1800,165000,8850000,ALLION ANNIVERSARY MODEL
603,TOYOTA,YARIS,TOYOTA,2024,AUTOMATIC,HATCHBACK,PETROL,1000,0,8100000,YARIS TOYOTA
604,TOYOTA,ALLION,G GRADE,2003,AUTOMATIC,SALOON,PETROL,1500,198000,7400000,ALLION G GRADE
605,TOYOTA,AYGO,AYGO X PURE,2025,AUTOMATIC,HATCHBACK,PETROL,1000,0,12490000,AYGO AYGO X PURE
606,TOYOTA,RAIZE,Z GRADE,2023,AUTOMATIC,STATION WAGON,PETROL,1000,11000,11790000,RAIZE Z GRADE
607,TOYOTA,YARIS,G GRADE,2023,AUTOMATIC,HATCHBACK,PETROL,1000,5000,11290000,YARIS G GRADE
608,TOYOTA,LAND CRUISER PRADO,PRADO 250,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,6,62000000,LAND CRUISER PRADO PRADO 250
609,TOYOTA,YARIS,X GRADE,2023,AUTOMATIC,HATCHBACK,PETROL,1000,0,9850000,YARIS X GRADE
610,TOYOTA,COROLLA,TOYOTA,1996,AUTOMATIC,SALOON,PETROL,1330,187000,2875000,COROLLA TOYOTA
611,TOYOTA,PREMIO,PREMIO G SUPERIOR,2018,AUTOMATIC,SALOON,PETROL,1500,131000,16700000,PREMIO PREMIO G SUPERIOR
612,TOYOTA,CHR,NGX50,2017,AUTOMATIC,SUV / 4X4,PETROL,1290,235000,13700000,CHR NGX50
613,TOYOTA,VITZ,2014,2014,AUTOMATIC,HATCHBACK,PETROL,1000,58729,6800000,VITZ 2014
614,TOYOTA,AXIO,G GRADE,2007,AUTOMATIC,SALOON,PETROL,1500,179000,7850000,AXIO G GRADE
615,TOYOTA,YARIS,G GRADE,2025,AUTOMATIC,HATCHBACK,PETROL,1000,3000,10700000,YARIS G GRADE
616,TOYOTA,YARIS,ACTIV,2020,AUTOMATIC,SALOON,PETROL,1200,75000,13500000,YARIS ACTIV
617,TOYOTA,YARIS,X,2023,AUTOMATIC,HATCHBACK,PETROL,1000,81000,8675000,YARIS X
618,TOYOTA,PREMIO,0,2007,AUTOMATIC,SALOON,PETROL,1500,100700,8750000,PREMIO 0
619,TOYOTA,YARIS,2024,2024,AUTOMATIC,HATCHBACK,PETROL,1000,0,8100000,YARIS 2024
620,TOYOTA,PASSO,0,2007,AUTOMATIC,0,PETROL,1000,91200,4350000,PASSO 0
621,TOYOTA,AQUA,S GRADE,2016,AUTOMATIC,HATCHBACK,PETROL,1490,122000,8790000,AQUA S GRADE
622,TOYOTA,PREMIO,G SUPERIOR ,2013,AUTOMATIC,SALOON,PETROL,1500,127000,12800000,PREMIO G SUPERIOR
623,TOYOTA,CHR,2019,2019,AUTOMATIC,SUV / 4X4,PETROL,1200,21000,16200000,CHR 2019
624,TOYOTA,VITZ,KSP 130,2015,AUTOMATIC,HATCHBACK,PETROL,1000,99000,6650000,VITZ KSP 130
625,TOYOTA,VITZ,0,2016,AUTOMATIC,HATCHBACK,PETROL,1000,64000,7400000,VITZ 0
626,TOYOTA,VITZ,TOYOTA,2010,AUTOMATIC,HATCHBACK,PETROL,990,90000,5500000,VITZ TOYOTA
627,TOYOTA,RAIZE,TURBO,2025,AUTOMATIC,SUV / 4X4,PETROL,1000,0,11950000,RAIZE TURBO
628,TOYOTA,AXIO,(NON HYBRID) EMBASSY,2019,AUTOMATIC,SALOON,PETROL,1300,48000,13800000,AXIO (NON HYBRID) EMBASSY
629,TOYOTA,AXIO,(NON HYBRID) EMBASSY,2019,AUTOMATIC,SALOON,PETROL,1300,58000,13800000,AXIO (NON HYBRID) EMBASSY
630,TOYOTA,VITZ,0,2017,AUTOMATIC,0,PETROL,1000,28000,8400000,VITZ 0
631,TOYOTA,LAND CRUISER PRADO,0,2004,AUTOMATIC,SUV / 4X4,PETROL,2700,171000,15500000,LAND CRUISER PRADO 0
632,TOYOTA,HARRIER,( PETROL ),2008,AUTOMATIC,0,PETROL,2400,125000,10500000,HARRIER ( PETROL )
633,TOYOTA,VITZ,SAFETY EDITION 2,2018,AUTOMATIC,HATCHBACK,PETROL,1000,63000,8400000,VITZ SAFETY EDITION 2
634,TOYOTA,YARIS,CROSS GR SPORT,2023,AUTOMATIC,SUV / 4X4,PETROL,1500,9000,15500000,YARIS CROSS GR SPORT
635,TOYOTA,LAND CRUISER PRADO,PRADO 150 2023,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,8000,51000000,LAND CRUISER PRADO PRADO 150 2023
636,TOYOTA,RAIZE,Z GRADE,2019,AUTOMATIC,SUV / 4X4,PETROL,1000,110000,10800000,RAIZE Z GRADE
637,TOYOTA,PRIUS,TOYOTA,2014,AUTOMATIC,HATCHBACK,PETROL,1500,98800,9100000,PRIUS TOYOTA
638,TOYOTA,OTHER MODEL,LC 300 V6,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,100,89000000,OTHER MODEL LC 300 V6
639,TOYOTA,VITZ,0,2015,AUTOMATIC,HATCHBACK,PETROL,990,98080,7250000,VITZ 0
640,TOYOTA,VITZ,TOYOTA,2017,AUTOMATIC,HATCHBACK,PETROL,990,41200,8600000,VITZ TOYOTA
641,TOYOTA,ROOMY,X M900A,2022,AUTOMATIC,MPV,PETROL,1000,20000,8700000,ROOMY X M900A
642,TOYOTA,WIGO,2017,2017,AUTOMATIC,HATCHBACK,PETROL,1000,47000,6700000,WIGO 2017
643,TOYOTA,YARIS,BELTA BODY,2011,AUTOMATIC,SALOON,PETROL,1300,112000,7985000,YARIS BELTA BODY
644,TOYOTA,LAND CRUISER SAHARA,LC300 GR SPORT,2024,AUTOMATIC,SUV / 4X4,PETROL,3300,0,110000000,LAND CRUISER SAHARA LC300 GR SPORT
645,TOYOTA,COROLLA,141,2011,AUTOMATIC,SALOON,PETROL,1600,126000,8900000,COROLLA 141
646,TOYOTA,CHR,GT BRUNO,2019,AUTOMATIC,SUV / 4X4,PETROL,1200,45000,16200000,CHR GT BRUNO
647,TOYOTA,CHR,NGX10,2020,AUTOMATIC,SUV / 4X4,PETROL,1200,45000,18500000,CHR NGX10
648,TOYOTA,CROWN,0,2004,AUTOMATIC,SALOON,PETROL,3000,111000,12500000,CROWN 0
649,TOYOTA,RAIZE,Z,2024,AUTOMATIC,SUV / 4X4,PETROL,1000,10,12700000,RAIZE Z
650,TOYOTA,FJ CRUISER,V8 4X4 4.2 SPORT SUV,2012,AUTOMATIC,SUV / 4X4,PETROL,4200,36000,26000000,FJ CRUISER V8 4X4 4.2 SPORT SUV
651,TOYOTA,AXIO,G GRADE,2007,AUTOMATIC,SALOON,PETROL,1500,195000,7950000,AXIO G GRADE
652,TOYOTA,LAND CRUISER PRADO,120 AUTOMATIC ,2003,AUTOMATIC,SUV / 4X4,PETROL,2700,184000,17600000,LAND CRUISER PRADO 120 AUTOMATIC
653,TOYOTA,PRIUS,0,2013,AUTOMATIC,HATCHBACK,PETROL,1800,201000,9800000,PRIUS 0
654,TOYOTA,PREMIO,0,2013,AUTOMATIC,SALOON,PETROL,1500,131300,13100000,PREMIO 0
655,TOYOTA,CHR,0,2019,AUTOMATIC,SUV / 4X4,PETROL,1200,102000,15900000,CHR 0
656,TOYOTA,LAND CRUISER SAHARA,FULLY LOADED,2008,AUTOMATIC,SUV / 4X4,PETROL,4200,196000,42700000,LAND CRUISER SAHARA FULLY LOADED
657,TOYOTA,BELTA,TOYOTA BELTA 2007,2007,AUTOMATIC,SALOON,PETROL,1250,222222,6850000,BELTA TOYOTA BELTA 2007
658,TOYOTA,PREMIO,PREMIO G,2013,AUTOMATIC,SALOON,PETROL,1500,98426,12550000,PREMIO PREMIO G
659,TOYOTA,RAIZE,1200CC FULL PETROL,2025,AUTOMATIC,SUV / 4X4,PETROL,1200,12,14600000,RAIZE 1200CC FULL PETROL
660,TOYOTA,YARIS,TOYOTA,2023,AUTOMATIC,HATCHBACK,PETROL,1000,6000,9600000,YARIS TOYOTA
661,TOYOTA,COROLLA,LXI,2008,AUTOMATIC,SALOON,PETROL,1600,260000,6600000,COROLLA LXI
662,TOYOTA,RAIZE,0,2023,AUTOMATIC,SUV / 4X4,PETROL,1,1000,13500000,RAIZE 0
663,TOYOTA,LAND CRUISER PRADO,PRADO 250,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,400,615000000,LAND CRUISER PRADO PRADO 250
664,TOYOTA,LAND CRUISER PRADO,PRADO 150 2023,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,6000,51000000,LAND CRUISER PRADO PRADO 150 2023
665,TOYOTA,LAND CRUISER SAHARA,V8 ,2017,AUTOMATIC,SUV / 4X4,PETROL,4700,80000,85000000,LAND CRUISER SAHARA V8
666,TOYOTA,CAMRY,PETROL,2014,AUTOMATIC,SALOON,PETROL,2500,40000,23500000,CAMRY PETROL
667,TOYOTA,VITZ,0,2007,AUTOMATIC,HATCHBACK,PETROL,1000,109000,4985000,VITZ 0
668,TOYOTA,PREMIO,2007,2007,AUTOMATIC,SALOON,PETROL,1500,95000,9900000,PREMIO 2007
669,TOYOTA,PREMIO,G SUPERIOR,2016,AUTOMATIC,SALOON,PETROL,1500,92000,16850000,PREMIO G SUPERIOR
670,TOYOTA,HARRIER,HYBRID ADVANCE PREM.,2015,AUTOMATIC,SUV / 4X4,PETROL,2500,89000,28900000,HARRIER HYBRID ADVANCE PREM.
671,TOYOTA,AQUA,G SMART,2013,AUTOMATIC,0,PETROL,1500,191000,7850000,AQUA G SMART
672,TOYOTA,LAND CRUISER PRADO,TX,2017,AUTOMATIC,SUV / 4X4,PETROL,2700,112000,53000000,LAND CRUISER PRADO TX
673,TOYOTA,PIXIS,2014,2014,AUTOMATIC,HATCHBACK,PETROL,650,82290,5500000,PIXIS 2014
674,TOYOTA,VITZ,TOYOTA,2016,AUTOMATIC,HATCHBACK,PETROL,1000,40000,8050000,VITZ TOYOTA
675,TOYOTA,CROWN,LUXURY LINE,2007,AUTOMATIC,SALOON,PETROL,3000,85000,13500000,CROWN LUXURY LINE
676,TOYOTA,ALLION,ALLION 260,2008,AUTOMATIC,SALOON,PETROL,1500,160000,9500000,ALLION ALLION 260
677,TOYOTA,OTHER MODEL,LANDCRUISER LC300,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,10,89000000,OTHER MODEL LANDCRUISER LC300
678,TOYOTA,LAND CRUISER PRADO,PRADO 150,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,9000,51000000,LAND CRUISER PRADO PRADO 150
679,TOYOTA,LAND CRUISER PRADO,PRADO 250 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,400,59000000,LAND CRUISER PRADO PRADO 250 2024
680,TOYOTA,RAIZE,Z,2023,AUTOMATIC,SUV / 4X4,PETROL,1000,13000,12500000,RAIZE Z
681,TOYOTA,CHR,2020,2020,AUTOMATIC,HATCHBACK,PETROL,1200,92000,16500000,CHR 2020
682,TOYOTA,AXIO,0,2007,AUTOMATIC,SALOON,PETROL,1490,87000,7390000,AXIO 0
683,TOYOTA,RAV4,0,2005,AUTOMATIC,SUV / 4X4,PETROL,1990,155469,6975000,RAV4 0
684,TOYOTA,WISH,2014,2014,AUTOMATIC,STATION WAGON,PETROL,1400,128400,11500000,WISH 2014
685,TOYOTA,PREMIO,G SUPERIOR ,2013,AUTOMATIC,SALOON,PETROL,1500,87000,138900000,PREMIO G SUPERIOR
686,TOYOTA,PREMIO,G SUPERIOR,2016,AUTOMATIC,SALOON,PETROL,1500,108000,15000000,PREMIO G SUPERIOR
687,TOYOTA,ROOMY,GT,2017,AUTOMATIC,HATCHBACK,PETROL,990,84000,9950000,ROOMY GT
688,TOYOTA,PREMIO,0,2011,AUTOMATIC,SALOON,PETROL,1490,105000,11500000,PREMIO 0
689,TOYOTA,AXIO,0,2011,AUTOMATIC,SALOON,PETROL,1500,145000,8250000,AXIO 0
690,TOYOTA,ALLION,ALLION 260,2013,AUTOMATIC,SALOON,PETROL,1500,240000,13000000,ALLION ALLION 260
691,TOYOTA,AQUA,S GRADE,2012,AUTOMATIC,HATCHBACK,PETROL,1500,168000,7100000,AQUA S GRADE
692,TOYOTA,OTHER MODEL,LC 300 V6  2025,2025,AUTOMATIC,SUV / 4X4,PETROL,3500,10,89900000,OTHER MODEL LC 300 V6  2025
693,TOYOTA,LAND CRUISER PRADO,PRADO 250 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,400,59600000,LAND CRUISER PRADO PRADO 250 2024
694,TOYOTA,HARRIER,HARRIER Z LEATHER,2024,AUTOMATIC,SUV / 4X4,PETROL,2000,0,35500000,HARRIER HARRIER Z LEATHER
695,TOYOTA,LAND CRUISER PRADO,PRADO 150 2023,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,3000,50500000,LAND CRUISER PRADO PRADO 150 2023
696,TOYOTA,LAND CRUISER PRADO,TOYOTA,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,9000,50500000,LAND CRUISER PRADO TOYOTA
697,TOYOTA,LAND CRUISER PRADO,PRADO 250 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,110,61000000,LAND CRUISER PRADO PRADO 250 2024
698,TOYOTA,ALLION,2012,2012,AUTOMATIC,SALOON,PETROL,1500,180000,10500000,ALLION 2012
699,TOYOTA,VITZ,.,2007,AUTOMATIC,HATCHBACK,PETROL,1000,169500,5875000,VITZ .
700,TOYOTA,RUSH,2018,2018,AUTOMATIC,SUV / 4X4,PETROL,1500,20000,18600000,RUSH 2018
701,TOYOTA,OTHER MODEL,LC 300 V6 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,2024,100,88000000,OTHER MODEL LC 300 V6 2024
702,TOYOTA,OTHER MODEL,PRADO 250 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,100,60000000,OTHER MODEL PRADO 250 2024
703,TOYOTA,COROLLA,141,2008,AUTOMATIC,0,PETROL,1600,122000,6900000,COROLLA 141
704,TOYOTA,YARIS,X AUCTION GRADE S,2025,AUTOMATIC,SALOON,PETROL,1000,0,9450000,YARIS X AUCTION GRADE S
705,TOYOTA,YARIS,0,2007,AUTOMATIC,SALOON,PETROL,1300,92000,6950000,YARIS 0
706,TOYOTA,LAND CRUISER PRADO,TRJ 150,2023,AUTOMATIC,SUV / 4X4,PETROL,2800,1000,57500000,LAND CRUISER PRADO TRJ 150
707,TOYOTA,LAND CRUISER PRADO,V8,1999,AUTOMATIC,SUV / 4X4,PETROL,4700,159000,21000000,LAND CRUISER PRADO V8
708,TOYOTA,PASSO,0,2011,AUTOMATIC,HATCHBACK,PETROL,1000,105000,4795000,PASSO 0
709,TOYOTA,RAIZE,G GRADE 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,1000,6000,11800000,RAIZE G GRADE 2024
710,TOYOTA,LAND CRUISER PRADO,TRJ250,2024,AUTOMATIC,SUV / 4X4,PETROL,2800,500,67500000,LAND CRUISER PRADO TRJ250
711,TOYOTA,VITZ,KSP90,2008,AUTOMATIC,HATCHBACK,PETROL,1000,168000,5550000,VITZ KSP90
712,TOYOTA,AQUA,G SPORT,2013,AUTOMATIC,0,PETROL,1490,143000,8400000,AQUA G SPORT
713,TOYOTA,LAND CRUISER PRADO,TX 150,2014,AUTOMATIC,SUV / 4X4,PETROL,2700,84000,42000000,LAND CRUISER PRADO TX 150
714,TOYOTA,PASSO,0,2007,AUTOMATIC,0,PETROL,1000,162000,4500000,PASSO 0
715,TOYOTA,AQUA,TOYOTA,2013,AUTOMATIC,HATCHBACK,PETROL,1500,123800,7290000,AQUA TOYOTA
716,TOYOTA,CHR,2020 NGX10 BLACKTOP,2019,AUTOMATIC,HATCHBACK,PETROL,1200,40573,18500000,CHR 2020 NGX10 BLACKTOP
717,TOYOTA,VITZ,KSP 90,2007,AUTOMATIC,HATCHBACK,PETROL,1000,170000,5580000,VITZ KSP 90
718,TOYOTA,CHR,NGX 50,2016,AUTOMATIC,SUV / 4X4,PETROL,1200,65000,13200000,CHR NGX 50
719,TOYOTA,YARIS,TOYOTA,2023,AUTOMATIC,HATCHBACK,PETROL,1000,27500,9100000,YARIS TOYOTA
720,TOYOTA,CHR,NGX 10 GT,2019,AUTOMATIC,HATCHBACK,PETROL,1200,94955,15550000,CHR NGX 10 GT
721,TOYOTA,OTHER MODEL,LC300 V6 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,800,88000000,OTHER MODEL LC300 V6 2024
722,TOYOTA,PASSO,0,2018,AUTOMATIC,HATCHBACK,PETROL,1000,40000,8000000,PASSO 0
723,TOYOTA,VIOS,0,2003,AUTOMATIC,SALOON,PETROL,1499,250000,4700000,VIOS 0
724,TOYOTA,RUSH,G GRADE ,2008,AUTOMATIC,SUV / 4X4,PETROL,1500,158000,7550000,RUSH G GRADE
725,TOYOTA,CHR,NGX 10 BLACK TOP,2019,AUTOMATIC,SUV / 4X4,PETROL,1200,27000,17800000,CHR NGX 10 BLACK TOP
726,TOYOTA,RAIZE,0,2020,AUTOMATIC,SUV / 4X4,PETROL,1000,42000,11500000,RAIZE 0
727,TOYOTA,RAIZE,Z GRADE,2025,AUTOMATIC,SUV / 4X4,PETROL,1200,0,12500000,RAIZE Z GRADE
728,TOYOTA,COROLLA,110,2000,AUTOMATIC,SALOON,PETROL,1500,125000,4149998,COROLLA 110
729,TOYOTA,RAIZE,Z GRADE,2024,AUTOMATIC,SUV / 4X4,PETROL,1200,0,12700000,RAIZE Z GRADE
730,TOYOTA,LAND CRUISER PRADO,0,2004,AUTOMATIC,SUV / 4X4,PETROL,2690,181892,18500000,LAND CRUISER PRADO 0
731,TOYOTA,LAND CRUISER PRADO,TX G FRONTIER,2017,AUTOMATIC,SUV / 4X4,PETROL,2700,64000,55000000,LAND CRUISER PRADO TX G FRONTIER
732,TOYOTA,AXIO,WXB,2017,AUTOMATIC,SALOON,PETROL,1500,80000,13500000,AXIO WXB
733,TOYOTA,ALLION,G ,2014,AUTOMATIC,SALOON,PETROL,1500,170000,12495000,ALLION G
734,TOYOTA,LAND CRUISER PRADO,PRADO 250 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,9,62000000,LAND CRUISER PRADO PRADO 250 2024
735,TOYOTA,LAND CRUISER PRADO,LC300 V6 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,400,88000000,LAND CRUISER PRADO LC300 V6 2024
736,TOYOTA,LAND CRUISER PRADO,LC300,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,1000,98000000,LAND CRUISER PRADO LC300
737,TOYOTA,LAND CRUISER PRADO,2011,2011,AUTOMATIC,SUV / 4X4,PETROL,4600,225000,46500000,LAND CRUISER PRADO 2011
738,TOYOTA,ALLION,ALLION 260,2012,AUTOMATIC,SALOON,PETROL,1500,110000,11900000,ALLION ALLION 260
739,TOYOTA,COROLLA,0,2008,AUTOMATIC,0,PETROL,1600,142000,6600000,COROLLA 0
740,TOYOTA,PREMIO,PREMIO G SUPERIOR,2013,AUTOMATIC,SALOON,PETROL,1500,39000,14150000,PREMIO PREMIO G SUPERIOR
741,TOYOTA,LAND CRUISER PRADO,PRADO 250 2024,2024,AUTOMATIC,SUV / 4X4,PETROL,2700,400,62000000,LAND CRUISER PRADO PRADO 250 2024
742,TOYOTA,LAND CRUISER PRADO,PRADO 150 2023,2023,AUTOMATIC,SUV / 4X4,PETROL,2700,9000,51000000,LAND CRUISER PRADO PRADO 150 2023
743,TOYOTA,PREMIO,G SUPERIOR,2017,AUTOMATIC,SALOON,PETROL,1490,122000,17350000,PREMIO G SUPERIOR
744,TOYOTA,CHR,GT NGX10,2018,AUTOMATIC,SUV / 4X4,PETROL,1200,30000,17200000,CHR GT NGX10
745,TOYOTA,VITZ,SAFETY,2018,AUTOMATIC,HATCHBACK,PETROL,1000,68000,8290000,VITZ SAFETY
746,TOYOTA,VITZ,JUWELA,2015,AUTOMATIC,HATCHBACK,PETROL,1000,95000,7850000,VITZ JUWELA
747,TOYOTA,ALPHARD,EXECUTIVE LOUNGE 4WD,2024,AUTOMATIC,MPV,PETROL,2400,0,68000000,ALPHARD EXECUTIVE LOUNGE 4WD
748,TOYOTA,VITZ,SAFETY,2016,AUTOMATIC,HATCHBACK,PETROL,1000,142000,7250000,VITZ SAFETY
749,TOYOTA,YARIS,X GRADE,2025,AUTOMATIC,HATCHBACK,PETROL,1000,5,9450000,YARIS X GRADE
750,TOYOTA,VITZ,0,2015,AUTOMATIC,HATCHBACK,PETROL,990,104461,7425000,VITZ 0
751,TOYOTA,OTHER MODEL,LAND CRUISER 300,2025,AUTOMATIC,SUV / 4X4,PETROL,3500,0,115000000,OTHER MODEL LAND CRUISER 300
752,TOYOTA,VITZ,SAFETY EDITION,2016,AUTOMATIC,HATCHBACK,PETROL,1000,70000,7250000,VITZ SAFETY EDITION
753,TOYOTA,PREMIO,0,2017,AUTOMATIC,SALOON,PETROL,1500,55600,16750000,PREMIO 0
754,TOYOTA,LAND CRUISER PRADO,PRADO 250 2025,2025,AUTOMATIC,SUV / 4X4,PETROL,2700,110,59000000,LAND CRUISER PRADO PRADO 250 2025
755,TOYOTA,BELTA,2010/,2007,AUTOMATIC,SALOON,PETROL,1000,126500,6000000,BELTA 2010/
756,TOYOTA,LAND CRUISER PRADO,LANDCRUISER LC300,2024,AUTOMATIC,SUV / 4X4,PETROL,3500,200,87000000,LAND CRUISER PRADO LANDCRUISER LC300
757,TOYOTA,VITZ,0,2018,AUTOMATIC,0,PETROL,1000,43500,8600000,VITZ 0
758,TOYOTA,ALLION,G GRADE,2016,AUTOMATIC,SALOON,PETROL,1500,41880,15950000,ALLION G GRADE
759,TOYOTA,LAND CRUISER PRADO,250,2025,AUTOMATIC,SUV / 4X4,PETROL,2700,0,66500000,LAND CRUISER PRADO 250
760,TOYOTA,PASSO,TOYOTO PASSO,2010,AUTOMATIC,HATCHBACK,PETROL,1000,169000,4675000,PASSO TOYOTO PASSO
761,TOYOTA,LAND CRUISER PRADO,250 F/LOADED,2025,AUTOMATIC,SUV / 4X4,PETROL,2700,0,77500000,LAND CRUISER PRADO 250 F/LOADED
